case_id,valid_time,MW_AC
400011,2026-06-25 00:00:00,0.1472348
404351,2026-06-25 00:00:00,2.0
404352,2026-06-25 00:00:00,1.0412776
404336,2026-06-25 00:00:00,0.44216734
404988,2026-06-25 00:00:00,0.5613489
406923,2026-06-25 00:00:00,0.60455537
407041,2026-06-25 00:00:00,11.9
406921,2026-06-25 00:00:00,1.0132338
406924,2026-06-25 00:00:00,0.5814842
407037,2026-06-25 00:00:00,0.055464454
406910,2026-06-25 00:00:00,1.0
407046,2026-06-25 00:00:00,1.0
407047,2026-06-25 00:00:00,1.0
407056,2026-06-25 00:00:00,1.0
407002,2026-06-25 00:00:00,0.060108077
407053,2026-06-25 00:00:00,0.19798586
406918,2026-06-25 00:00:00,0.9487646
406922,2026-06-25 00:00:00,0.6109937
406917,2026-06-25 00:00:00,1.0
406932,2026-06-25 00:00:00,2.5298283
407026,2026-06-25 00:00:00,0.06595694
405467,2026-06-25 00:00:00,0.78796536
403022,2026-06-25 00:00:00,0.06003247
404731,2026-06-25 00:00:00,0.55264276
402533,2026-06-25 00:00:00,0.041888632
404478,2026-06-25 00:00:00,0.41207436
407012,2026-06-25 00:00:00,0.13124208
407009,2026-06-25 00:00:00,0.051131025
407010,2026-06-25 00:00:00,0.051131025
407028,2026-06-25 00:00:00,0.03507068
407029,2026-06-25 00:00:00,0.037337586
407003,2026-06-25 00:00:00,0.07569354
407025,2026-06-25 00:00:00,0.050247785
406894,2026-06-25 00:00:00,1.1195252
403744,2026-06-25 00:00:00,1.0
406225,2026-06-25 00:00:00,0.96
404088,2026-06-25 00:00:00,0.21728687
403021,2026-06-25 00:00:00,0.06656483
403446,2026-06-25 00:00:00,0.96
405534,2026-06-25 00:00:00,0.75091416
404569,2026-06-25 00:00:00,0.104937874
404555,2026-06-25 00:00:00,0.059582833
403722,2026-06-25 00:00:00,0.02277319
404719,2026-06-25 00:00:00,2.0
404720,2026-06-25 00:00:00,2.0
407055,2026-06-25 00:00:00,0.33603296
