case_id,valid_time,MW_AC
407013,2026-06-12 12:00:00,4.0
404351,2026-06-12 12:00:00,2.0
404352,2026-06-12 12:00:00,0.07062882
404336,2026-06-12 12:00:00,2.0
404988,2026-06-12 12:00:00,0.5173514
406923,2026-06-12 12:00:00,1.7295475
406921,2026-06-12 12:00:00,4.9
406924,2026-06-12 12:00:00,4.9
407037,2026-06-12 12:00:00,2.620115
406910,2026-06-12 12:00:00,1.0
407046,2026-06-12 12:00:00,1.0
407047,2026-06-12 12:00:00,1.0
407056,2026-06-12 12:00:00,1.0
407002,2026-06-12 12:00:00,4.0
407053,2026-06-12 12:00:00,1.0989205
406918,2026-06-12 12:00:00,4.5
406922,2026-06-12 12:00:00,2.6093128
406917,2026-06-12 12:00:00,1.0
406932,2026-06-12 12:00:00,4.8
405467,2026-06-12 12:00:00,0.7313616
403022,2026-06-12 12:00:00,1.2790504
404731,2026-06-12 12:00:00,4.827763
402533,2026-06-12 12:00:00,0.19496806
404478,2026-06-12 12:00:00,0.1271457
407012,2026-06-12 12:00:00,2.7212982
407009,2026-06-12 12:00:00,0.001500912
407010,2026-06-12 12:00:00,0.001500912
407028,2026-06-12 12:00:00,0.096832156
407029,2026-06-12 12:00:00,1.4697903
407003,2026-06-12 12:00:00,5.0
407025,2026-06-12 12:00:00,0.59923637
406894,2026-06-12 12:00:00,2.0
403744,2026-06-12 12:00:00,1.0
406225,2026-06-12 12:00:00,0.83501124
404088,2026-06-12 12:00:00,2.0
403021,2026-06-12 12:00:00,0.42785314
403446,2026-06-12 12:00:00,0.85028917
405534,2026-06-12 12:00:00,0.7352637
404569,2026-06-12 12:00:00,0.9750381
404555,2026-06-12 12:00:00,1.3469789
403722,2026-06-12 12:00:00,0.2823415
404719,2026-06-12 12:00:00,0.015068998
404720,2026-06-12 12:00:00,0.90175015
407055,2026-06-12 12:00:00,0.702429
405526,2026-06-12 12:00:00,1.0
402344,2026-06-12 12:00:00,2.212228
403708,2026-06-12 12:00:00,0.21657173
405855,2026-06-12 12:00:00,1.0
404089,2026-06-12 12:00:00,2.0
403726,2026-06-12 12:00:00,0.5555898
404675,2026-06-12 12:00:00,0.8888371
402316,2026-06-12 12:00:00,0.4113213
403706,2026-06-12 12:00:00,0.21652561
404471,2026-06-12 12:00:00,1.0
403427,2026-06-12 12:00:00,1.0
403426,2026-06-12 12:00:00,1.0
403419,2026-06-12 12:00:00,1.0
405464,2026-06-12 12:00:00,0.7240438
403677,2026-06-12 12:00:00,0.26773152
403404,2026-06-12 12:00:00,0.17336185
403421,2026-06-12 12:00:00,1.0
403019,2026-06-12 12:00:00,0.37811837
403365,2026-06-12 12:00:00,1.1194178
403367,2026-06-12 12:00:00,2.0
403370,2026-06-12 12:00:00,2.0
403935,2026-06-12 12:00:00,2.0
403936,2026-06-12 12:00:00,2.0
403727,2026-06-12 12:00:00,0.39109722
404350,2026-06-12 12:00:00,0.4475753
405592,2026-06-12 12:00:00,2.0
403742,2026-06-12 12:00:00,0.094349496
403301,2026-06-12 12:00:00,0.60757804
403302,2026-06-12 12:00:00,0.017204301
404591,2026-06-12 12:00:00,0.048798814
403300,2026-06-12 12:00:00,0.57252544
403299,2026-06-12 12:00:00,0.8608355
404592,2026-06-12 12:00:00,0.6747677
403672,2026-06-12 12:00:00,1.0998583
403326,2026-06-12 12:00:00,4.921208
403670,2026-06-12 12:00:00,0.9059218
404051,2026-06-12 12:00:00,0.79266363
404295,2026-06-12 12:00:00,1.0661391
404293,2026-06-12 12:00:00,1.351454
407033,2026-06-12 12:00:00,1.728
407027,2026-06-12 12:00:00,0.5158969
401995,2026-06-12 12:00:00,0.3832763
403447,2026-06-12 12:00:00,1.1750925
403015,2026-06-12 12:00:00,1.5567973
403035,2026-06-12 12:00:00,1.106421
404563,2026-06-12 12:00:00,1.2820811
405404,2026-06-12 12:00:00,2.3
403721,2026-06-12 12:00:00,0.398482
401820,2026-06-12 12:00:00,10.0
404226,2026-06-12 12:00:00,1.0
403732,2026-06-12 12:00:00,0.5128382
403841,2026-06-12 12:00:00,0.3240058
406839,2026-06-12 12:00:00,0.99296606
406786,2026-06-12 12:00:00,11.348462
402535,2026-06-12 12:00:00,0.94869584
405798,2026-06-12 12:00:00,6.0
407017,2026-06-12 12:00:00,0.5226674
406919,2026-06-12 12:00:00,0.38116175
406920,2026-06-12 12:00:00,3.7933347
407011,2026-06-12 12:00:00,0.6361887
407001,2026-06-12 12:00:00,3.0005927
406241,2026-06-12 12:00:00,3.7317088
406240,2026-06-12 12:00:00,0.6492415
