case_id,valid_time,MW_AC
400011,2026-06-01 12:00:00,1.4333292
407013,2026-06-01 12:00:00,4.0
404352,2026-06-01 12:00:00,2.0
404336,2026-06-01 12:00:00,2.0
404988,2026-06-01 12:00:00,0.19875212
406923,2026-06-01 12:00:00,4.9
406921,2026-06-01 12:00:00,2.0653205
406924,2026-06-01 12:00:00,4.9
407037,2026-06-01 12:00:00,3.920337
406910,2026-06-01 12:00:00,0.070717804
407046,2026-06-01 12:00:00,0.119167976
407047,2026-06-01 12:00:00,0.3925602
407056,2026-06-01 12:00:00,0.007990194
407002,2026-06-01 12:00:00,4.0
407053,2026-06-01 12:00:00,3.3209302
406918,2026-06-01 12:00:00,4.5
406922,2026-06-01 12:00:00,4.0
406917,2026-06-01 12:00:00,1.0
406932,2026-06-01 12:00:00,4.8
407026,2026-06-01 12:00:00,0.583978
405467,2026-06-01 12:00:00,0.07838147
403022,2026-06-01 12:00:00,1.3482515
404731,2026-06-01 12:00:00,5.0
402533,2026-06-01 12:00:00,0.11216003
404478,2026-06-01 12:00:00,0.1368839
407012,2026-06-01 12:00:00,2.8530443
407009,2026-06-01 12:00:00,1.8158749
407010,2026-06-01 12:00:00,1.8159792
407028,2026-06-01 12:00:00,1.6067517
407029,2026-06-01 12:00:00,1.7178521
407003,2026-06-01 12:00:00,5.0
407025,2026-06-01 12:00:00,5.0
406894,2026-06-01 12:00:00,2.0
403744,2026-06-01 12:00:00,0.15745167
406225,2026-06-01 12:00:00,0.8294079
404088,2026-06-01 12:00:00,2.0
403021,2026-06-01 12:00:00,1.2987403
403446,2026-06-01 12:00:00,0.8359447
405534,2026-06-01 12:00:00,0.7196985
404569,2026-06-01 12:00:00,1.062346
404555,2026-06-01 12:00:00,1.4710805
403722,2026-06-01 12:00:00,0.6632737
404719,2026-06-01 12:00:00,0.0075309956
404720,2026-06-01 12:00:00,0.8072582
407055,2026-06-01 12:00:00,0.36953723
405526,2026-06-01 12:00:00,0.18116178
402344,2026-06-01 12:00:00,2.2501366
403708,2026-06-01 12:00:00,0.22992924
405855,2026-06-01 12:00:00,1.0
404089,2026-06-01 12:00:00,0.40024146
403726,2026-06-01 12:00:00,0.20168152
404675,2026-06-01 12:00:00,0.7962971
402316,2026-06-01 12:00:00,0.4481796
403706,2026-06-01 12:00:00,0.22988811
404471,2026-06-01 12:00:00,1.0
403427,2026-06-01 12:00:00,0.24229006
403426,2026-06-01 12:00:00,0.022053916
403419,2026-06-01 12:00:00,0.09990145
405464,2026-06-01 12:00:00,0.5474742
403677,2026-06-01 12:00:00,0.26527452
403404,2026-06-01 12:00:00,0.1844817
403421,2026-06-01 12:00:00,1.0
403019,2026-06-01 12:00:00,1.2951949
403365,2026-06-01 12:00:00,2.0
403367,2026-06-01 12:00:00,2.0
403370,2026-06-01 12:00:00,2.0
403935,2026-06-01 12:00:00,2.0
403936,2026-06-01 12:00:00,0.5827451
403727,2026-06-01 12:00:00,0.19252704
405592,2026-06-01 12:00:00,0.23071331
403742,2026-06-01 12:00:00,0.045535907
403301,2026-06-01 12:00:00,0.07961179
403302,2026-06-01 12:00:00,0.037272643
404591,2026-06-01 12:00:00,0.845788
403300,2026-06-01 12:00:00,0.13432138
403299,2026-06-01 12:00:00,0.16989337
404592,2026-06-01 12:00:00,0.16711527
403672,2026-06-01 12:00:00,0.66933316
403326,2026-06-01 12:00:00,5.0
403670,2026-06-01 12:00:00,0.32954895
404051,2026-06-01 12:00:00,0.50402623
404295,2026-06-01 12:00:00,0.011704809
404293,2026-06-01 12:00:00,0.34181967
407033,2026-06-01 12:00:00,1.728
407027,2026-06-01 12:00:00,3.0658264
401995,2026-06-01 12:00:00,0.34703633
403447,2026-06-01 12:00:00,1.167688
403015,2026-06-01 12:00:00,1.628067
403035,2026-06-01 12:00:00,1.1597627
404563,2026-06-01 12:00:00,1.3407719
405404,2026-06-01 12:00:00,2.3
403721,2026-06-01 12:00:00,0.19252704
401820,2026-06-01 12:00:00,10.0
404226,2026-06-01 12:00:00,1.0
403732,2026-06-01 12:00:00,0.18616757
403841,2026-06-01 12:00:00,2.0
406839,2026-06-01 12:00:00,0.90327996
406786,2026-06-01 12:00:00,74.5
402535,2026-06-01 12:00:00,1.0660833
405798,2026-06-01 12:00:00,6.0
407017,2026-06-01 12:00:00,0.54042023
406919,2026-06-01 12:00:00,4.9
406920,2026-06-01 12:00:00,2.5473897
407011,2026-06-01 12:00:00,1.5660616
407001,2026-06-01 12:00:00,0.66857266
406241,2026-06-01 12:00:00,4.992
406240,2026-06-01 12:00:00,0.35579106
404936,2026-06-01 12:00:00,0.04047103
402358,2026-06-01 12:00:00,0.9358984
404140,2026-06-01 12:00:00,0.5583844
402885,2026-06-01 12:00:00,0.18868433
405381,2026-06-01 12:00:00,1.2582644
406775,2026-06-01 12:00:00,17.723246
403731,2026-06-01 12:00:00,0.16851304
402164,2026-06-01 12:00:00,0.35944784
406904,2026-06-01 12:00:00,4.9
403730,2026-06-01 12:00:00,0.15544437
403892,2026-06-01 12:00:00,0.22758539
403482,2026-06-01 12:00:00,5.0
406777,2026-06-01 12:00:00,74.5
402432,2026-06-01 12:00:00,1.5245591
402822,2026-06-01 12:00:00,0.21610673
402827,2026-06-01 12:00:00,5.0
402167,2026-06-01 12:00:00,0.6960699
402433,2026-06-01 12:00:00,1.1078557
402431,2026-06-01 12:00:00,1.0907745
406851,2026-06-01 12:00:00,0.4312545
403269,2026-06-01 12:00:00,17.076462
403272,2026-06-01 12:00:00,32.282734
403271,2026-06-01 12:00:00,43.027985
403173,2026-06-01 12:00:00,1.0
404253,2026-06-01 12:00:00,3.2285533
406061,2026-06-01 12:00:00,1.0
403270,2026-06-01 12:00:00,16.88612
403273,2026-06-01 12:00:00,37.23165
403277,2026-06-01 12:00:00,74.5
403275,2026-06-01 12:00:00,74.5
402991,2026-06-01 12:00:00,0.56144273
403074,2026-06-01 12:00:00,2.0
402506,2026-06-01 12:00:00,0.054584563
402507,2026-06-01 12:00:00,0.601435
401979,2026-06-01 12:00:00,1.0049511
402751,2026-06-01 12:00:00,0.45607826
402994,2026-06-01 12:00:00,4.5
404250,2026-06-01 12:00:00,2.5517883
404252,2026-06-01 12:00:00,3.2654066
406071,2026-06-01 12:00:00,1.2342865
405533,2026-06-01 12:00:00,0.007575129
404963,2026-06-01 12:00:00,3.36
403993,2026-06-01 12:00:00,5.0
405976,2026-06-01 12:00:00,2.0
405979,2026-06-01 12:00:00,1.9
402434,2026-06-01 12:00:00,1.4493304
403179,2026-06-01 12:00:00,1.3722086
402347,2026-06-01 12:00:00,0.060009453
405434,2026-06-01 12:00:00,0.05700782
406776,2026-06-01 12:00:00,6.470404
406909,2026-06-01 12:00:00,3.0
406845,2026-06-01 12:00:00,3.2010543
404432,2026-06-01 12:00:00,1.0009297
404657,2026-06-01 12:00:00,74.9
405844,2026-06-01 12:00:00,74.5
406785,2026-06-01 12:00:00,74.5
405695,2026-06-01 12:00:00,2.0
405653,2026-06-01 12:00:00,0.0031935703
402166,2026-06-01 12:00:00,0.43576828
403020,2026-06-01 12:00:00,0.8636715
404915,2026-06-01 12:00:00,5.0
404037,2026-06-01 12:00:00,0.08304332
405969,2026-06-01 12:00:00,2.0
402770,2026-06-01 12:00:00,0.42228052
402877,2026-06-01 12:00:00,0.15645751
403297,2026-06-01 12:00:00,0.15480134
404266,2026-06-01 12:00:00,0.96
403279,2026-06-01 12:00:00,0.1763051
403634,2026-06-01 12:00:00,0.23646618
404729,2026-06-01 12:00:00,1.1338371
403596,2026-06-01 12:00:00,0.6781221
402378,2026-06-01 12:00:00,0.0075461073
403274,2026-06-01 12:00:00,23.123798
404700,2026-06-01 12:00:00,60.97927
401934,2026-06-01 12:00:00,0.8177888
403346,2026-06-01 12:00:00,0.30143887
404235,2026-06-01 12:00:00,4.0
403332,2026-06-01 12:00:00,1.0
404477,2026-06-01 12:00:00,1.0
402858,2026-06-01 12:00:00,1.4821227
402859,2026-06-01 12:00:00,0.8349076
403046,2026-06-01 12:00:00,1.5962676
403368,2026-06-01 12:00:00,2.0
403369,2026-06-01 12:00:00,0.41111276
403371,2026-06-01 12:00:00,2.0
403372,2026-06-01 12:00:00,4.0
403417,2026-06-01 12:00:00,0.8080953
406726,2026-06-01 12:00:00,3.7989912
401893,2026-06-01 12:00:00,0.011282422
405728,2026-06-01 12:00:00,3.84
406766,2026-06-01 12:00:00,2.036712
406767,2026-06-01 12:00:00,2.3633163
403893,2026-06-01 12:00:00,1.0
