case_id,valid_time,MW_AC
400011,2026-06-25 12:00:00,0.010923254
404351,2026-06-25 12:00:00,1.8394688
404352,2026-06-25 12:00:00,0.39008054
404336,2026-06-25 12:00:00,2.0
404988,2026-06-25 12:00:00,0.012964335
406923,2026-06-25 12:00:00,4.9
406921,2026-06-25 12:00:00,4.9
406924,2026-06-25 12:00:00,4.9
407037,2026-06-25 12:00:00,3.6390474
406910,2026-06-25 12:00:00,0.043162122
407046,2026-06-25 12:00:00,1.0
407047,2026-06-25 12:00:00,1.0
407056,2026-06-25 12:00:00,1.0
407002,2026-06-25 12:00:00,4.0
407053,2026-06-25 12:00:00,3.1649506
406918,2026-06-25 12:00:00,4.5
406922,2026-06-25 12:00:00,4.0
406917,2026-06-25 12:00:00,1.0
406932,2026-06-25 12:00:00,4.048453
407026,2026-06-25 12:00:00,1.7945275
405467,2026-06-25 12:00:00,0.08634326
403022,2026-06-25 12:00:00,0.4086956
404731,2026-06-25 12:00:00,0.57030314
402533,2026-06-25 12:00:00,0.060844127
404478,2026-06-25 12:00:00,0.11118826
407012,2026-06-25 12:00:00,2.7554443
407009,2026-06-25 12:00:00,1.2849914
407010,2026-06-25 12:00:00,1.2850835
407028,2026-06-25 12:00:00,1.6151835
407029,2026-06-25 12:00:00,1.6161743
407003,2026-06-25 12:00:00,5.0
407025,2026-06-25 12:00:00,5.0
406894,2026-06-25 12:00:00,2.0
403744,2026-06-25 12:00:00,0.15251754
406225,2026-06-25 12:00:00,0.8266417
404088,2026-06-25 12:00:00,2.0
403021,2026-06-25 12:00:00,1.2228321
403446,2026-06-25 12:00:00,0.8472593
405534,2026-06-25 12:00:00,0.7452354
404569,2026-06-25 12:00:00,1.0393595
404555,2026-06-25 12:00:00,1.425691
403722,2026-06-25 12:00:00,0.8479033
404719,2026-06-25 12:00:00,0.00842859
404720,2026-06-25 12:00:00,0.268845
407055,2026-06-25 12:00:00,0.0042029386
405526,2026-06-25 12:00:00,0.06390283
402344,2026-06-25 12:00:00,1.8775817
403708,2026-06-25 12:00:00,0.20826803
405855,2026-06-25 12:00:00,1.0
404089,2026-06-25 12:00:00,0.28331697
403726,2026-06-25 12:00:00,0.7564799
404675,2026-06-25 12:00:00,0.30572718
402316,2026-06-25 12:00:00,0.37155193
403706,2026-06-25 12:00:00,0.20822024
404471,2026-06-25 12:00:00,1.0
403427,2026-06-25 12:00:00,0.0152098965
403426,2026-06-25 12:00:00,0.0637346
403419,2026-06-25 12:00:00,0.60831994
405464,2026-06-25 12:00:00,0.04425995
403677,2026-06-25 12:00:00,0.2510237
403404,2026-06-25 12:00:00,0.14204918
403421,2026-06-25 12:00:00,1.0
403365,2026-06-25 12:00:00,2.0
403367,2026-06-25 12:00:00,2.0
403370,2026-06-25 12:00:00,2.0
403935,2026-06-25 12:00:00,1.4326191
403936,2026-06-25 12:00:00,0.02353201
403727,2026-06-25 12:00:00,0.75283766
404350,2026-06-25 12:00:00,2.0
405592,2026-06-25 12:00:00,0.717619
403742,2026-06-25 12:00:00,0.7457989
403301,2026-06-25 12:00:00,2.1965191
403302,2026-06-25 12:00:00,1.4152315
404591,2026-06-25 12:00:00,3.3149035
403300,2026-06-25 12:00:00,4.1427946
403299,2026-06-25 12:00:00,4.346603
404592,2026-06-25 12:00:00,4.091685
403672,2026-06-25 12:00:00,4.3
403326,2026-06-25 12:00:00,5.0
403670,2026-06-25 12:00:00,1.7254713
404051,2026-06-25 12:00:00,2.8
404295,2026-06-25 12:00:00,5.0
404293,2026-06-25 12:00:00,1.715999
407033,2026-06-25 12:00:00,1.728
407027,2026-06-25 12:00:00,2.838775
401995,2026-06-25 12:00:00,1.6035388
403447,2026-06-25 12:00:00,1.1698068
403015,2026-06-25 12:00:00,0.42626384
403035,2026-06-25 12:00:00,1.1437182
404563,2026-06-25 12:00:00,0.3510411
405404,2026-06-25 12:00:00,2.3
403721,2026-06-25 12:00:00,0.82575923
401820,2026-06-25 12:00:00,8.823366
404226,2026-06-25 12:00:00,1.0
403732,2026-06-25 12:00:00,0.6982048
403841,2026-06-25 12:00:00,2.0
406786,2026-06-25 12:00:00,74.5
402535,2026-06-25 12:00:00,0.86332655
405798,2026-06-25 12:00:00,6.0
407017,2026-06-25 12:00:00,2.0351176
406919,2026-06-25 12:00:00,4.9
406920,2026-06-25 12:00:00,4.0702863
407011,2026-06-25 12:00:00,1.4541149
407001,2026-06-25 12:00:00,4.4
406241,2026-06-25 12:00:00,4.992
406240,2026-06-25 12:00:00,0.031889215
404936,2026-06-25 12:00:00,0.77848846
402358,2026-06-25 12:00:00,0.76490885
404140,2026-06-25 12:00:00,0.5374812
402885,2026-06-25 12:00:00,1.3929788
405381,2026-06-25 12:00:00,1.2239225
406775,2026-06-25 12:00:00,74.5
403731,2026-06-25 12:00:00,0.7791943
402164,2026-06-25 12:00:00,0.4650093
406904,2026-06-25 12:00:00,4.9
403730,2026-06-25 12:00:00,0.69358003
403892,2026-06-25 12:00:00,0.20033899
403482,2026-06-25 12:00:00,5.0
406777,2026-06-25 12:00:00,74.5
402432,2026-06-25 12:00:00,1.3598201
402822,2026-06-25 12:00:00,4.8
402827,2026-06-25 12:00:00,2.3419282
402167,2026-06-25 12:00:00,0.6535715
402433,2026-06-25 12:00:00,0.06425065
402431,2026-06-25 12:00:00,0.97600037
406851,2026-06-25 12:00:00,0.9
403269,2026-06-25 12:00:00,74.5
403272,2026-06-25 12:00:00,27.61259
403271,2026-06-25 12:00:00,74.5
403173,2026-06-25 12:00:00,0.74634105
404253,2026-06-25 12:00:00,0.046500973
406061,2026-06-25 12:00:00,1.0
403270,2026-06-25 12:00:00,74.5
403273,2026-06-25 12:00:00,31.23434
403277,2026-06-25 12:00:00,74.5
403275,2026-06-25 12:00:00,74.5
402991,2026-06-25 12:00:00,0.9690678
403074,2026-06-25 12:00:00,2.0
402506,2026-06-25 12:00:00,1.4515808
402507,2026-06-25 12:00:00,1.3
401979,2026-06-25 12:00:00,0.84347534
402751,2026-06-25 12:00:00,0.34844303
402994,2026-06-25 12:00:00,3.8983748
404250,2026-06-25 12:00:00,0.35330647
404252,2026-06-25 12:00:00,0.4473
406071,2026-06-25 12:00:00,1.7584338
404673,2026-06-25 12:00:00,0.028222492
405533,2026-06-25 12:00:00,1.0
404963,2026-06-25 12:00:00,0.9544586
403993,2026-06-25 12:00:00,0.011562852
405976,2026-06-25 12:00:00,2.0
405979,2026-06-25 12:00:00,1.9
402434,2026-06-25 12:00:00,0.9348246
403179,2026-06-25 12:00:00,1.3347898
402347,2026-06-25 12:00:00,2.0
405434,2026-06-25 12:00:00,0.09745621
406776,2026-06-25 12:00:00,74.5
406909,2026-06-25 12:00:00,3.0
406845,2026-06-25 12:00:00,3.0980487
404657,2026-06-25 12:00:00,74.9
405844,2026-06-25 12:00:00,74.5
406785,2026-06-25 12:00:00,74.5
405695,2026-06-25 12:00:00,2.0
405653,2026-06-25 12:00:00,0.0035916765
402166,2026-06-25 12:00:00,0.390346
403020,2026-06-25 12:00:00,0.8456162
404915,2026-06-25 12:00:00,5.0
404213,2026-06-25 12:00:00,1.551144
404037,2026-06-25 12:00:00,0.07782232
405969,2026-06-25 12:00:00,2.0
402770,2026-06-25 12:00:00,0.686837
402877,2026-06-25 12:00:00,0.13513733
403297,2026-06-25 12:00:00,0.13736567
404266,2026-06-25 12:00:00,0.96
403634,2026-06-25 12:00:00,0.21871571
404729,2026-06-25 12:00:00,0.098445304
403596,2026-06-25 12:00:00,0.007033814
402378,2026-06-25 12:00:00,0.00628133
403274,2026-06-25 12:00:00,20.753773
404700,2026-06-25 12:00:00,60.254173
401934,2026-06-25 12:00:00,4.5
403346,2026-06-25 12:00:00,0.1826467
404235,2026-06-25 12:00:00,3.6911721
403332,2026-06-25 12:00:00,1.0
404477,2026-06-25 12:00:00,1.0
402858,2026-06-25 12:00:00,1.437462
402859,2026-06-25 12:00:00,0.81798863
403046,2026-06-25 12:00:00,1.5056934
403368,2026-06-25 12:00:00,2.0
403369,2026-06-25 12:00:00,2.0
403371,2026-06-25 12:00:00,2.0
403372,2026-06-25 12:00:00,0.398799
403417,2026-06-25 12:00:00,5.3087106
406726,2026-06-25 12:00:00,4.5
401893,2026-06-25 12:00:00,0.009384014
405728,2026-06-25 12:00:00,3.84
406766,2026-06-25 12:00:00,2.4907372
406767,2026-06-25 12:00:00,1.4203267
403893,2026-06-25 12:00:00,1.0
405913,2026-06-25 12:00:00,1.0
403861,2026-06-25 12:00:00,0.5764129
404784,2026-06-25 12:00:00,4.8
