case_id,valid_time,MW_AC
400011,2026-07-14 12:00:00,1.0932553
407013,2026-07-14 12:00:00,4.0
404351,2026-07-14 12:00:00,2.0
404352,2026-07-14 12:00:00,2.0
404336,2026-07-14 12:00:00,2.0
404988,2026-07-14 12:00:00,0.4647776
406923,2026-07-14 12:00:00,3.2497647
406921,2026-07-14 12:00:00,4.9
406924,2026-07-14 12:00:00,3.2095678
407037,2026-07-14 12:00:00,3.406462
406910,2026-07-14 12:00:00,0.9681963
407046,2026-07-14 12:00:00,0.90556175
407047,2026-07-14 12:00:00,0.8758181
407056,2026-07-14 12:00:00,1.0
407002,2026-07-14 12:00:00,4.0
407053,2026-07-14 12:00:00,2.9642963
406918,2026-07-14 12:00:00,4.0372424
406922,2026-07-14 12:00:00,2.9457088
406917,2026-07-14 12:00:00,0.9422041
406932,2026-07-14 12:00:00,4.8
407026,2026-07-14 12:00:00,0.63540196
405467,2026-07-14 12:00:00,0.6650706
403022,2026-07-14 12:00:00,1.15678
404731,2026-07-14 12:00:00,4.5948195
402533,2026-07-14 12:00:00,0.12197064
404478,2026-07-14 12:00:00,0.056379873
407012,2026-07-14 12:00:00,2.5472622
407009,2026-07-14 12:00:00,0.2934421
407010,2026-07-14 12:00:00,0.2934421
407028,2026-07-14 12:00:00,0.5428222
407029,2026-07-14 12:00:00,0.41590717
407003,2026-07-14 12:00:00,5.0
407025,2026-07-14 12:00:00,5.0
406894,2026-07-14 12:00:00,2.0
403744,2026-07-14 12:00:00,0.9483784
406225,2026-07-14 12:00:00,0.70799816
404088,2026-07-14 12:00:00,2.0
403021,2026-07-14 12:00:00,1.1695513
403446,2026-07-14 12:00:00,0.72333306
405534,2026-07-14 12:00:00,0.67211443
404569,2026-07-14 12:00:00,0.94328237
404555,2026-07-14 12:00:00,1.3291224
403722,2026-07-14 12:00:00,0.8081449
404720,2026-07-14 12:00:00,0.019436581
407055,2026-07-14 12:00:00,0.62987775
405526,2026-07-14 12:00:00,1.0
402344,2026-07-14 12:00:00,1.8002597
403708,2026-07-14 12:00:00,0.14668436
405855,2026-07-14 12:00:00,1.0
404089,2026-07-14 12:00:00,2.0
403726,2026-07-14 12:00:00,0.7166209
404675,2026-07-14 12:00:00,0.018889857
402316,2026-07-14 12:00:00,0.2572222
403706,2026-07-14 12:00:00,0.14664344
404471,2026-07-14 12:00:00,0.95979565
403427,2026-07-14 12:00:00,0.9764431
403426,2026-07-14 12:00:00,1.0
403419,2026-07-14 12:00:00,1.0
405464,2026-07-14 12:00:00,0.65059364
403677,2026-07-14 12:00:00,0.18724081
403404,2026-07-14 12:00:00,0.10299892
403421,2026-07-14 12:00:00,0.995799
403019,2026-07-14 12:00:00,1.1120723
403365,2026-07-14 12:00:00,2.0
403367,2026-07-14 12:00:00,2.0
403370,2026-07-14 12:00:00,0.2618793
403935,2026-07-14 12:00:00,2.0
403936,2026-07-14 12:00:00,2.0
403727,2026-07-14 12:00:00,0.70841956
404350,2026-07-14 12:00:00,2.0
405592,2026-07-14 12:00:00,0.1001742
403742,2026-07-14 12:00:00,0.69343907
403301,2026-07-14 12:00:00,2.0952218
403302,2026-07-14 12:00:00,1.3452964
404591,2026-07-14 12:00:00,3.1439238
403300,2026-07-14 12:00:00,3.954462
403299,2026-07-14 12:00:00,4.135327
404592,2026-07-14 12:00:00,3.9102595
403672,2026-07-14 12:00:00,4.3
403326,2026-07-14 12:00:00,5.0
403670,2026-07-14 12:00:00,1.648661
404051,2026-07-14 12:00:00,2.6124203
404295,2026-07-14 12:00:00,5.0
404293,2026-07-14 12:00:00,1.5657985
407033,2026-07-14 12:00:00,1.728
407027,2026-07-14 12:00:00,2.7020073
401995,2026-07-14 12:00:00,1.5180283
403447,2026-07-14 12:00:00,0.9951472
403015,2026-07-14 12:00:00,1.4058219
403035,2026-07-14 12:00:00,1.0206857
404563,2026-07-14 12:00:00,1.1577462
405404,2026-07-14 12:00:00,2.3
403721,2026-07-14 12:00:00,0.7819121
401820,2026-07-14 12:00:00,10.0
404226,2026-07-14 12:00:00,1.0
403732,2026-07-14 12:00:00,0.6614129
403841,2026-07-14 12:00:00,2.0
406839,2026-07-14 12:00:00,0.023578202
406786,2026-07-14 12:00:00,1.4325986
402535,2026-07-14 12:00:00,0.57453847
405798,2026-07-14 12:00:00,6.0
407017,2026-07-14 12:00:00,1.9320503
406919,2026-07-14 12:00:00,2.0569167
406920,2026-07-14 12:00:00,3.400634
407011,2026-07-14 12:00:00,1.3667549
407001,2026-07-14 12:00:00,4.4
406241,2026-07-14 12:00:00,4.992
406240,2026-07-14 12:00:00,1.739779
404936,2026-07-14 12:00:00,0.6620299
402358,2026-07-14 12:00:00,0.4877336
404140,2026-07-14 12:00:00,0.01037825
402885,2026-07-14 12:00:00,1.2901518
405381,2026-07-14 12:00:00,1.1412926
406775,2026-07-14 12:00:00,74.5
403731,2026-07-14 12:00:00,0.72490376
402164,2026-07-14 12:00:00,0.2781391
406904,2026-07-14 12:00:00,4.9
403730,2026-07-14 12:00:00,0.6448907
403892,2026-07-14 12:00:00,0.1319833
403482,2026-07-14 12:00:00,0.7924066
406777,2026-07-14 12:00:00,11.896371
402432,2026-07-14 12:00:00,1.0138998
402822,2026-07-14 12:00:00,4.5856333
402827,2026-07-14 12:00:00,4.805255
402167,2026-07-14 12:00:00,0.48632154
402433,2026-07-14 12:00:00,0.8234999
402431,2026-07-14 12:00:00,0.75043344
406851,2026-07-14 12:00:00,0.9
403269,2026-07-14 12:00:00,74.5
403272,2026-07-14 12:00:00,27.775978
403271,2026-07-14 12:00:00,4.5991845
403173,2026-07-14 12:00:00,1.0
404253,2026-07-14 12:00:00,2.7229345
406061,2026-07-14 12:00:00,0.96311384
403270,2026-07-14 12:00:00,74.5
403273,2026-07-14 12:00:00,32.876934
403277,2026-07-14 12:00:00,74.5
403275,2026-07-14 12:00:00,74.5
402991,2026-07-14 12:00:00,0.18613793
403074,2026-07-14 12:00:00,0.9784387
402506,2026-07-14 12:00:00,1.3794059
402507,2026-07-14 12:00:00,1.3
401979,2026-07-14 12:00:00,0.57394487
402751,2026-07-14 12:00:00,0.18785731
402994,2026-07-14 12:00:00,4.5
404250,2026-07-14 12:00:00,2.204711
404252,2026-07-14 12:00:00,2.8292603
406071,2026-07-14 12:00:00,1.6576126
404673,2026-07-14 12:00:00,0.6980668
405533,2026-07-14 12:00:00,0.8513347
404963,2026-07-14 12:00:00,3.2619994
403993,2026-07-14 12:00:00,5.0
405976,2026-07-14 12:00:00,2.0
405979,2026-07-14 12:00:00,1.9
402434,2026-07-14 12:00:00,1.0245156
403179,2026-07-14 12:00:00,1.226433
402347,2026-07-14 12:00:00,0.013144962
405434,2026-07-14 12:00:00,0.08496553
406776,2026-07-14 12:00:00,0.3782278
406909,2026-07-14 12:00:00,0.11985979
406845,2026-07-14 12:00:00,2.8380125
404432,2026-07-14 12:00:00,0.0060572033
404657,2026-07-14 12:00:00,72.01792
405844,2026-07-14 12:00:00,74.5
406785,2026-07-14 12:00:00,60.450768
405695,2026-07-14 12:00:00,2.0
402166,2026-07-14 12:00:00,0.29702604
403020,2026-07-14 12:00:00,0.7590934
404915,2026-07-14 12:00:00,2.8301988
404213,2026-07-14 12:00:00,1.4459218
404037,2026-07-14 12:00:00,1.0
405969,2026-07-14 12:00:00,2.0
402770,2026-07-14 12:00:00,0.40006784
402877,2026-07-14 12:00:00,0.0673385
403297,2026-07-14 12:00:00,0.09517708
404266,2026-07-14 12:00:00,0.96
403634,2026-07-14 12:00:00,0.13985689
404729,2026-07-14 12:00:00,1.047306
403596,2026-07-14 12:00:00,0.44745472
403274,2026-07-14 12:00:00,4.4183693
404700,2026-07-14 12:00:00,49.660595
401934,2026-07-14 12:00:00,4.5
403346,2026-07-14 12:00:00,0.2247541
404235,2026-07-14 12:00:00,3.5210671
403332,2026-07-14 12:00:00,0.99900025
404477,2026-07-14 12:00:00,1.0
402858,2026-07-14 12:00:00,1.3412145
402859,2026-07-14 12:00:00,0.7461686
403046,2026-07-14 12:00:00,1.3911654
403368,2026-07-14 12:00:00,2.0
403369,2026-07-14 12:00:00,2.0
403371,2026-07-14 12:00:00,2.0
403372,2026-07-14 12:00:00,4.0
403417,2026-07-14 12:00:00,4.9477143
406726,2026-07-14 12:00:00,4.5
405728,2026-07-14 12:00:00,3.84
406766,2026-07-14 12:00:00,0.09076401
406767,2026-07-14 12:00:00,0.040978123
403893,2026-07-14 12:00:00,0.9412258
405913,2026-07-14 12:00:00,0.9067843
403861,2026-07-14 12:00:00,4.055259
404784,2026-07-14 12:00:00,4.8
402527,2026-07-14 12:00:00,5.0
402050,2026-07-14 12:00:00,0.09749362
402257,2026-07-14 12:00:00,0.6591434
406692,2026-07-14 12:00:00,0.63163006
406793,2026-07-14 12:00:00,0.81694514
405307,2026-07-14 12:00:00,0.124617256
406693,2026-07-14 12:00:00,1.2293274
406703,2026-07-14 12:00:00,1.109503
405819,2026-07-14 12:00:00,1.6047413
406738,2026-07-14 12:00:00,0.065686315
407471,2026-07-14 12:00:00,1.7236382
407510,2026-07-14 12:00:00,3.160894
400004,2026-07-14 12:00:00,18.725378
407459,2026-07-14 12:00:00,3.518751
406601,2026-07-14 12:00:00,0.044077214
406611,2026-07-14 12:00:00,1.4854984
407374,2026-07-14 12:00:00,2.8753116
407534,2026-07-14 12:00:00,2.0
407077,2026-07-14 12:00:00,2.0
407078,2026-07-14 12:00:00,2.0
407079,2026-07-14 12:00:00,2.0
407080,2026-07-14 12:00:00,2.0
407092,2026-07-14 12:00:00,0.5828798
407519,2026-07-14 12:00:00,1.1631664
407469,2026-07-14 12:00:00,150.0
407470,2026-07-14 12:00:00,148.9119
407088,2026-07-14 12:00:00,5.0
405017,2026-07-14 12:00:00,1.0810457
406610,2026-07-14 12:00:00,3.3708453
407405,2026-07-14 12:00:00,3.0447369
407409,2026-07-14 12:00:00,1.8942726
407095,2026-07-14 12:00:00,0.8368718
406585,2026-07-14 12:00:00,5.0
407182,2026-07-14 12:00:00,2.792733
407331,2026-07-14 12:00:00,19.397667
407287,2026-07-14 12:00:00,1.0
407366,2026-07-14 12:00:00,0.3759761
406434,2026-07-14 12:00:00,2.5
407576,2026-07-14 12:00:00,2.2571034
407577,2026-07-14 12:00:00,2.3643775
406606,2026-07-14 12:00:00,5.0
407063,2026-07-14 12:00:00,3.4033084
407074,2026-07-14 12:00:00,1.4141252
407090,2026-07-14 12:00:00,5.0
407185,2026-07-14 12:00:00,2.9135206
407304,2026-07-14 12:00:00,2.6367438
407311,2026-07-14 12:00:00,0.6251012
407384,2026-07-14 12:00:00,5.0
407385,2026-07-14 12:00:00,5.0
407387,2026-07-14 12:00:00,5.0
407506,2026-07-14 12:00:00,5.0
407508,2026-07-14 12:00:00,5.0
407520,2026-07-14 12:00:00,1.7128698
407443,2026-07-14 12:00:00,2.727624
406597,2026-07-14 12:00:00,1.0977519
407472,2026-07-14 12:00:00,80.0
406623,2026-07-14 12:00:00,1.2666237
406575,2026-07-14 12:00:00,2.0
406912,2026-07-14 12:00:00,5.3641996
406933,2026-07-14 12:00:00,200.0
406503,2026-07-14 12:00:00,3.0
407139,2026-07-14 12:00:00,1.5
407087,2026-07-14 12:00:00,5.0
407093,2026-07-14 12:00:00,5.0
407167,2026-07-14 12:00:00,2.0
407140,2026-07-14 12:00:00,0.37238884
407234,2026-07-14 12:00:00,2.0
407152,2026-07-14 12:00:00,0.47524363
406428,2026-07-14 12:00:00,0.30095884
407143,2026-07-14 12:00:00,0.12529927
406454,2026-07-14 12:00:00,20.0
406990,2026-07-14 12:00:00,10.0
406420,2026-07-14 12:00:00,1.5
406432,2026-07-14 12:00:00,1.8434528
407243,2026-07-14 12:00:00,5.0
406408,2026-07-14 12:00:00,5.0
406400,2026-07-14 12:00:00,0.108059354
407233,2026-07-14 12:00:00,2.0
406980,2026-07-14 12:00:00,74.5
406916,2026-07-14 12:00:00,149.0
406473,2026-07-14 12:00:00,92.86831
400471,2026-07-14 12:00:00,0.57167727
